"show_id","type","title","director","cast","country","date_added","release_year","rating","duration_num","duration_unit","listed_in","description","year_added","month_added"
"s953","Movie","The Whole Nine Yards","Jonathan Lynn","Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan, Natasha Henstridge, Amanda Peet, Kevin Pollak, Harland Williams, Carmen Ferland, Serge Christianssens","United States",2021-05-01,2000,"R",99,"min","Action & Adventure, Comedies","An unhappily married dentist becomes mixed up with mobsters and murder plots when he discovers that a notorious hit man has moved in next door.",2021,"May"
"s954","Movie","The Whole Truth","Courtney Hunt","Keanu Reeves, Renée Zellweger, Gugu Mbatha-Raw, Gabriel Basso, Jim Belushi, Jim Klock, Ritchie Montgomery, Christopher Berry","United States",2021-05-01,2016,"R",93,"min","Dramas, Thrillers","Trying to earn an acquittal for a teen client accused of murdering his wealthy father, a defense attorney uncovers disturbing facts about the victim.",2021,"May"
"s955","Movie","The Yeti Adventures","Pierre Greco, Nancy Florence Savard","Rachelle Lefevre, Noel Fisher, Colm Feore, Julian Stamboulieh, Jesse Camacho, Bronwen Mantel, Arthur Holden","Canada",2021-05-01,2018,"TV-PG",85,"min","Children & Family Movies, Comedies","An explorer and a detective set off for the snow-capped Himalayas to try to prove the existence of the mystical Yeti in this animated adventure.",2021,"May"
"s956","Movie","Under Siege","Andrew Davis","Steven Seagal, Tommy Lee Jones, Gary Busey, Erika Eleniak, Colm Meaney, Damian Chapa, Andy Romano, Patrick O'Neal, Nick Mancuso, Troy Evans","France, United States",2021-05-01,1992,"R",102,"min","Action & Adventure","A disgruntled former CIA operative and his group of terrorists commandeer a nuclear battleship. Standing in their way is one tough cook.",2021,"May"
"s957","Movie","Zack and Miri Make a Porno","Kevin Smith","Seth Rogen, Elizabeth Banks, Craig Robinson, Jason Mewes, Jeff Anderson, Traci Lords, Katie Morgan, Ricky Mabe, Justin Long, Brandon Routh, Tyler Labine, Tom Savini, Tisha Campbell-Martin, Jennifer Schwalbach, Gerry Bednob","United States",2021-05-01,2008,"R",101,"min","Comedies, Independent Movies, Romantic Movies","Zack and Miri make and star in an adult film to bring in easy money. But their unspoken feelings for each other might threaten the whole enterprise.",2021,"May"
"s960","Movie","The Disciple","Chaitanya Tamhane","Aditya Modak, Arun Dravid, Sumitra Bhave, Deepika Bhide Bhagwat, Kiran Yadnyopavit, Abhishek Kale, Neela Khedkar, Makarand Mukund, Kristy Banerjee, Prasad Vanarse","India",2021-04-30,2021,"TV-MA",128,"min","Dramas, Independent Movies, International Movies","Self-doubt, sacrifice and struggle converge into an existential crisis for a devoted classical vocalist as the mastery he strives for remains elusive.",2021,"Apr"
"s963","Movie","The Strangers: Prey at Night","Johannes Roberts","Bailee Madison, Martin Henderson, Emma Bellomy, Lea Enslin, Damian Maffei, Christina Hendricks, Lewis Pullman","United States, United Kingdom",2021-04-30,2018,"R",85,"min","Horror Movies","Home-invasion horror comes to the trailer park when a family arrives at a mobile home community to find nobody there but a trio of masked murderers.",2021,"Apr"
"s967","Movie","Get the Grift","Pedro Antonio","Marcus Majella, Samantha Schmütz, Caito Mainier, Pedroca Monteiro, Thelmo Fernandes, Zeca Carvalho, Pablo Sanabio, Luan Caruzo","Brazil",2021-04-28,2021,"TV-MA",95,"min","Comedies, International Movies","After a botched scam, Clóvis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together.",2021,"Apr"
"s970","Movie","August: Osage County","John Wells","Meryl Streep, Julia Roberts, Chris Cooper, Ewan McGregor, Margo Martindale, Sam Shepard, Dermot Mulroney, Julianne Nicholson, Juliette Lewis, Abigail Breslin, Benedict Cumberbatch, Misty Upham","United States",2021-04-27,2014,"R",121,"min","Dramas","When their father disappears, three strong-willed women return to their childhood home and to their equally strong-willed mother.",2021,"Apr"
"s971","Movie","Battle: Los Angeles","Jonathan Liebesman","Aaron Eckhart, Michelle Rodriguez, Ramon Rodriguez, Bridget Moynahan, Ne-Yo, Michael Peña, Lucas Till, Cory Hardrict, Adetokumboh M'Cormack, Jim Parrack","United States",2021-04-27,2011,"PG-13",116,"min","Action & Adventure, Sci-Fi & Fantasy","Led by their skillful staff sergeant, a platoon of gutsy Marines fights to protect all humankind from astonishingly powerful aliens.",2021,"Apr"
"s972","Movie","Between Worlds","Maria Pulera","Nicolas Cage, Franka Potente, Penelope Mitchell, Garrett Clayton, Lydia Hearst, Hopper Penn","Spain",2021-04-27,2018,"R",91,"min","Thrillers","Grieving for his dead wife and daughter, a trucker plunges into a romance with a mother who needs his help. The dead, however, are far from gone.",2021,"Apr"
"s974","Movie","One","Santhosh Viswanath","Mammootty, Joju George, Murali Gopy, Mathew Thomas, Nimisha Sajayan, Salim Kumar, Gayathri Arun, Ishaani Krishna","India",2021-04-27,2020,"TV-PG",149,"min","Dramas, International Movies","A formidable Kerala chief minister’s party loyalties and personal principles are tested when a damning social media post sparks a heated power struggle.",2021,"Apr"
"s975","Movie","Ram Prasad Ki Tehrvi","Seema Pahwa","Supriya Pathak, Parambrata Chatterjee, Konkona Sen Sharma, Vikrant Massey, Manoj Pahwa, Vinay Pathak, Ninad Kamat, Naseeruddin Shah","India",2021-04-24,2019,"TV-14",113,"min","Dramas, Independent Movies, International Movies","Conflicts, complications and confrontations make for an emotional and eventful affair when a multigenerational family reunites in Lucknow.",2021,"Apr"
"s977","Movie","Among Family","Ozan Açıktan","Engin Günaydın, Demet Evgar, Erdal Özyağcılar, Su Kutlu, Devrim Yakut, Fatih Artman, Gülse Birsel, Şevket Çoruh, Derya Karadaş, Devin Özgür Çınar","Turkey",2021-04-23,2017,"TV-14",127,"min","Comedies, International Movies","Amid a marital crisis, Fikret befriends songstress Solmaz after a wacky encounter and must fill in as the father of her soon-to-wed daughter.",2021,"Apr"
"s978","Movie","Dedemin Fisi","Meltem Bozoflu","Onur Buldu, Alper Kul, Erdem Yener, Onur Atilla, Özge Borak, Doğa Rutkay, Meltem Yılmazkaya, İrem Sak","Turkey",2021-04-23,2016,"TV-14",101,"min","Comedies, International Movies","When a brain-dead family patriarch is about to be taken off life support, his extended family gathers round and plots to see who'll get his money.",2021,"Apr"
"s979","Movie","Deliha","Hakan Algül","Gupse Özay, Barış Arduç, Cihan Ercan","Turkey",2021-04-23,2014,"TV-MA",102,"min","Comedies, International Movies, Romantic Movies","Short on sense but long on self-confidence, dotty Deliha sets her sights on a hunky photographer who opens up shop in her neighborhood.",2021,"Apr"
"s980","Movie","Düğün Dernek","Selçuk Aydemir, Birkan Pusa","Ahmet Kural, Murat Cemcir, Rasim Öztekin, Devrim Yakut, Barış Yıldız, İnan Ulaş Torun, Zerrin Sümer, Şinasi Yurtsever","Turkey",2021-04-23,2013,"TV-MA",102,"min","Comedies, International Movies","On the first day of Ramadan, Ismail joins friends on a road trip to a mosque and encounters his son, who, to Ismail's chagrin, plans a hasty wedding.",2021,"Apr"
"s981","Movie","Dügün Dernek 2: Sünnet","Selçuk Aydemir","Ahmet Kural, Murat Cemcir, Rasim Öztekin, Devrim Yakut, Barış Yıldız, İnan Ulaş Torun, Şinasi Yurtsever, Erdal Tosun","Turkey",2021-04-23,2015,"TV-MA",107,"min","Comedies, International Movies","Ismail and his old screwball crew land themselves in hot water when his grandson's circumcision evolves into a buzz-making citywide event.",2021,"Apr"
"s982","Movie","G.O.R.A","Ömer Faruk Sorak","Cem Yılmaz, Rasim Öztekin, Özkan Uğur, İdil Fırat, Şafak Sezer, Özge Özberk, Erdal Tosun, Cezmi Baskın, Ozan Güven, Engin Günaydın","Turkey",2021-04-23,2004,"TV-MA",123,"min","Action & Adventure, Comedies, International Movies","Carpet dealer and UFO photo forger Arif is abducted by aliens. On the planet Gora, he helps friends escape from a meteorite strike and find freedom.",2021,"Apr"
"s983","Movie","Hayat Öpücügü","Şenol Sönmez","Ali Sunal, Hatice Şendil, Ayda Aksel, Ahmet Saraçoğlu, Janset, Zerrin Sümer, Somer Karvan, Ali Çelik","Turkey",2021-04-23,2015,"TV-14",98,"min","Comedies, Dramas, International Movies","High-strung Metin finally stops seeing doom and gloom around every corner when he meets vivacious Hayat, but she has her own soul-searching to do.",2021,"Apr"
"s984","Movie","Heroes: Silence and Rock & Roll","Alexis Morante","Enrique Bunbury, Juan Valdivia, Joaquín Cardiel, Pedro Andreu","Spain",2021-04-23,2021,"TV-MA",95,"min","Documentaries, International Movies, Music & Musicals","An exploration of the rise of Héroes del Silencio, the seminal 1980s Spanish rock band. Anchored by Enrique Bunbury, they focused on a harder sound.",2021,"Apr"
"s985","Movie","Kara Bela","Burak Aksak","Cengiz Bozkurt, Seda Bakan, Erkan Kolçak Köstendil, Cihan Ercan, Berat Yenilmez, İştar Gökseven, Erdal Tosun, Tarık Ünlüoğlu","Turkey",2021-04-23,2015,"TV-MA",101,"min","Comedies, International Movies","The uneventful life of middle-aged Kudret turns upside down when a road trip turns into a wild race for survival with killers in hot pursuit.",2021,"Apr"
"s986","Movie","Kocan Kadar Konus","Kıvanç Baruönü","Ezgi Mola, Murat Yıldırım, Gülenay Kalkan, Ebru Cündübeyoğlu, Eda Ece, Begüm Öner, Gül Arıcı, Muhammet Uzuner","Turkey",2021-04-23,2015,"TV-MA",104,"min","Comedies, International Movies, Romantic Movies","A 30-year-old who's never taken the traditional path to love is tutored by her friends and family before reconnecting with her high school crush.",2021,"Apr"
"s987","Movie","Kocan Kadar Konus 2: Dirilis","Kıvanç Baruönü","Ezgi Mola, Murat Yıldırım, Gülenay Kalkan, Nevra Serezli, Eda Ece","Turkey",2021-04-23,2016,"TV-14",104,"min","Comedies, International Movies, Romantic Movies","Efsun has found Mr. Right in Sinan, and their relationship is taking a serious turn. But their eccentric families quickly complicate the romance.",2021,"Apr"
"s989","Tv Show","Let's Fight Ghost","Kongkiat Khomsiri","Suppapong Udomkaewkanjana, Patchanan Jiajirachote, Thongpoom Siripipat, Apiwit Reardon, Kornrawich Sungkitbool, Waratthaya Wongchayaporn, Wannasak Sirilar","Thailand",2021-04-23,2021,"TV-14",1,"Season","International TV Shows, Romantic TV Shows, TV Comedies","A med student with a supernatural gift tries to cash in on his abilities by facing off against ghosts, till a wandering spirit brings romance instead.",2021,"Apr"
"s990","Movie","My Travel Buddy","Bedran Güzel","Oğuzhan Koç, İbrahim Büyükak, Emre Kınay, Aslı Bekiroğlu, Eda Ece, Bahar Şahin, Muharrem Bayrak, Toygan Avanoğlu","Turkey",2021-04-23,2017,"TV-MA",111,"min","Comedies, International Movies","Days before Eid, a salesman fired from his job drives to Ayvalık to meet his girlfriend's family, but the trip goes astray due to his zany travel buddy.",2021,"Apr"
"s991","Movie","Niyazi Gül Dörtnala","Hakan Algül","Ata Demirer, Demet Akbağ, Şebnem Bozoklu, Levent Ülgen","Turkey",2021-04-23,2015,"TV-MA",102,"min","Comedies, International Movies","Seeking the formula behind a magical elixir bequeathed to him by his father, a veterinary professor gets embroiled in a mobster's horse-racing scheme.",2021,"Apr"
"s992","Movie","One Like It","Marwan Nabil","Riham Abdel Ghafour, Mohammed Aly Rizk, Hazem Samir, Salwa Othman, Mahmoud Gharib","Egypt",2021-04-23,2020,"TV-G",15,"min","Dramas, Independent Movies, International Movies","This short film follows a day in the life of a young woman in Egypt and how her interactions with others expose long-standing stereotypes and biases.",2021,"Apr"
"s995","Movie","This Lady Called Life","Kayode Kasum","Bisola Aiyeola, Efa Iwara, Molawa Onajobi, Tina Mba, Wale Ojo, Jemima Osunde, Lota Chukwu, Samuel Asa'ah, Michael Ejoor, Uche Elumelu","Nigeria",2021-04-23,2020,"TV-14",120,"min","Dramas, International Movies, Romantic Movies","Abandoned by her family, young single mother Aiye struggles to survive but stays focused on her dream of becoming an elite chef.",2021,"Apr"
"s996","Movie","Vizontele","Yılmaz Erdoğan, Ömer Faruk Sorak","Yılmaz Erdoğan, Demet Akbağ, Altan Erkekli, Cem Yılmaz, Cezmi Baskın, Bican Günalan, Sebnem Sönmez, İclal Aydın, Mesut Çakarli, Zeynep Tokuş","Turkey",2021-04-23,2001,"TV-MA",106,"min","Comedies, Dramas, International Movies","In 1974, a rural town in Anatolia gets its first television set – an event that's met with both excitement and trepidation by the villagers.",2021,"Apr"
"s997","Movie","HOMUNCULUS","Takashi Shimizu","Go Ayano, Ryo Narita, Yukino Kishii, Anna Ishii, Seiyo Uchino","Japan",2021-04-22,2021,"TV-MA",116,"min","Horror Movies, International Movies, Thrillers","Truth and illusion blurs when a homeless amnesiac awakens from an experimental medical procedure with the ability to see people's innermost traumas.",2021,"Apr"
"s1000","Movie","Stowaway","Joe Penna","Anna Kendrick, Toni Collette, Daniel Dae Kim, Shamier Anderson","Germany, United States",2021-04-22,2021,"TV-MA",116,"min","Dramas, International Movies, Thrillers","A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.",2021,"Apr"
"s1002","Movie","Oloibiri","Curtis Graham","Olu Jacobs, Richard Mofe-Damijo, William R. Moses, Taiwo Ajai-Lycett, Ifeanyi Williams, Ivie Okujaye, Dayton Sinkia, Bradley Gordon","Canada, Nigeria, United States",2021-04-21,2015,"TV-14",86,"min","Dramas, International Movies, Thrillers","After drilling depletes a small village, a corporation finds more oil in the region, igniting tensions among the community.",2021,"Apr"
"s1003","Movie","Tell Me When","Gerardo Gatica","Jesús Zavala, Ximena Romo, Verónica Castro, José Carlos Ruiz, Gabriel Nuncio, Rosa María Bianchi, Héctor Bonilla, Andrés Almeida","Mexico",2021-04-21,2021,"TV-MA",97,"min","Comedies, International Movies","Workaholic Will puts his humdrum life in LA on hold to fulfill his grandpa's last wish: visiting Mexico City's most iconic sights and falling in love.",2021,"Apr"
"s1014","Movie","Miss Sloane","John Madden","Jessica Chastain, Mark Strong, Gugu Mbatha-Raw, Michael Stuhlbarg, Raoul Bhaneja, John Lithgow, Sam Waterston, Chuck Shamata, Jake Lacy, Alison Pill, David Wilson Barnes","France, United States, United Kingdom, Canada",2021-04-19,2016,"R",132,"min","Thrillers","A tenacious Capitol Hill lobbyist with a well-earned reputation for winning takes on the most challenging battle of her career.",2021,"Apr"
"s1016","Movie","American Me","Edward James Olmos","Edward James Olmos, William Forsythe, Pepe Serna, Danny De La Paz, Evelina Fernandez, Cary-Hiroyuki Tagawa, Daniel Villarreal, Sal Lopez, Daniel Haro, Domingo Ambriz","United States",2021-04-17,1992,"R",126,"min","Dramas","Three friends born in poverty create their own capitalist dream as powerful gang members. Time in prison makes one of them consider a fresh beginning.",2021,"Apr"
"s1017","Movie","Delhi Belly","Abhinay Deo","Imran Khan, Vir Das, Kunaal Roy Kapur, Poorna Jagannathan, Shenaz Treasury, Vijay Raaz, Paresh Ganatra, Rahul Singh","India",2021-04-17,2011,"TV-MA",101,"min","Action & Adventure, Comedies, International Movies","Three flatmates get involved in the shady business belonging to one roomie's fiancé, and discover that a global crime syndicate is gunning for them.",2021,"Apr"
"s1018","Movie","Dhobi Ghat (Mumbai Diaries)","Kiran Rao","Aamir Khan, Monica Dogra, Kriti Malhotra, Prateik Babbar, Aasha Pawar, Jyoti Pawar, Norma Lobo, Kitu Gidwani, Danish Husain, Jehan Manekshaw","India",2021-04-17,2010,"TV-MA",102,"min","Dramas, International Movies","In this intimate drama, circumstances draw together four people from different castes – which would normally preclude them from forming friendships.",2021,"Apr"
"s1019","Movie","Jaane Tu... Ya Jaane Na","Abbas Tyrewala","Imran Khan, Genelia D'Souza, Manjari Fadnis, Ayaz Khan, Prateik Babbar, Ratna Pathak Shah, Arbaaz Khan, Sohail Khan","India",2021-04-17,2008,"TV-14",147,"min","Comedies, International Movies, Music & Musicals","Soft-spoken Jai and spitfire beauty Aditi couldn't be more different – but their family and friends know that they're a perfect match.",2021,"Apr"
"s1020","Movie","Lagaan","Ashutosh Gowariker","Aamir Khan, Gracy Singh, Rachel Shelley, Paul Blackthorne, Kulbhushan Kharbanda, Raghuvir Yadav, Yashpal Sharma, Rajendranath Zutshi, Rajesh Vivek, Aditya Lakhia","India, United Kingdom",2021-04-17,2001,"PG",224,"min","Dramas, International Movies, Music & Musicals","In 1890s India, an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match.",2021,"Apr"
"s1021","Movie","Madness in the Desert","Satyajit Bhatkal","Aamir Khan, Ashutosh Gowariker","India",2021-04-17,2004,"TV-14",141,"min","Documentaries, International Movies","The story of making ""Lagaan,"" one of the millennium's seminal Indian films, is told from the point of view of production team member Satyajit Bhatkal.",2021,"Apr"
"s1022","Movie","Peepli Live","Anusha Rizvi, Mahmood Farooqui","Omkar Das Manikpuri, Raghuvir Yadav, Malaika Shenoy, Nawazuddin Siddiqui, Naseeruddin Shah, Sitaram Panchal, Shalini Vatsa, Farrukh Jaffar, Aamir Bashir, Vishal Om Prakash","India",2021-04-17,2010,"TV-MA",109,"min","Comedies, Dramas, Independent Movies","Two indigent farmers consider suicide so that their families can collect a government subsidy that's paid to the relatives of deceased farmers.",2021,"Apr"
"s1023","Movie","Taare Zameen Par","Aamir Khan","Aamir Khan, Darsheel Safary, Tanay Chheda, Tisca Chopra, Vipin Sharma, Girija Oak, M.K. Raina","India",2021-04-17,2007,"PG",162,"min","Dramas, International Movies","When daydreamer Ishaan is sent to boarding school, an unconventional art teacher tries to help the imaginative student discover his true identity.",2021,"Apr"
"s1024","Movie","Ajeeb Daastaans","Shashank Khaitan, Raj Mehta, Neeraj Ghaywan, Kayoze Irani","Fatima Sana Shaikh, Jaideep Ahlawat, Armaan Ralhan, Nushrat Bharucha, Abhishek Banerjee, Inayat Verma, Konkona Sen Sharma, Aditi Rao Hydari, Shefali Shah, Manav Kaul, Tota Roy Chowdhury","India",2021-04-16,2021,"TV-MA",142,"min","Dramas, Independent Movies, International Movies","Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.",2021,"Apr"
"s1025","Movie","Arlo the Alligator Boy","Ryan Crego","Michael J. Woodard, Mary Lambert, Brett Gelman, Jonathan Van Ness, Tony Hale, Haley Tju, Annie Potts, Vincent Rodriguez III, Flea, Jennifer Coolidge","United States",2021-04-16,2021,"TV-Y7",93,"min","Children & Family Movies, Comedies, Music & Musicals","To find the father he never knew, optimistic Arlo leaves his swampy Southern home for New York City, making friends along the way. A musical adventure.",2021,"Apr"
"s1027","Movie","Barbie & Chelsea: The Lost Birthday","Cassi Simonds","America Young, Cassidy Naber, Kirsten Day, Cassandra Morris, Lisa Fuson, Greg Chun, Benjamin Pronsky, Laila Berzins, Nakia Burrise, Jacob Craner","United States",2021-04-16,2021,"TV-Y",60,"min","Children & Family Movies","When Barbie’s sister Chelsea thinks her birthday has been skipped, she hunts for a magic gem on a jungle island that will grant her wish to get it back.",2021,"Apr"
"s1028","Movie","Crimson Peak","Guillermo del Toro","Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam, Jim Beaver, Burn Gorman, Leslie Hope, Doug Jones, Jonathan Hyde, Bruce Gray","Canada, United States, Mexico",2021-04-16,2015,"R",119,"min","Horror Movies, Romantic Movies, Sci-Fi & Fantasy","After marrying a mysterious British aristocrat, a young heiress moves into his crumbling, creepy ancestral home and finds it conceals sinister secrets.",2021,"Apr"
"s1030","Movie","Doctor Bello","Tony Abulu","Isaiah Washington, Vivica A. Fox, Jimmy Jean-Louis, Genevieve Nnaji, Stephanie Okereke, Justus Esiri, Ebbe Bassey, Jon Freda, Evan Brinkman","United States",2021-04-16,2013,"TV-MA",96,"min","Dramas, International Movies","A troubled doctor sets out to save the life of a miracle worker who cured his cancer patient using an unprecedented and mysterious remedy.",2021,"Apr"
"s1031","Movie","Four Sisters Before the Wedding","Mae Czarina Cruz","Alexa Ilacad, Charlie Dizon, Gillian Vicencio, Belle Mariano, Dominic Ochoa, Carmina Villaroel, Irma Adlawan, Kakai Bautista, Cai Cortez, Jameson Blake, Joao Constancia, Jeremiah Lisbo, Clarence Delgado, Pinky Amador, Minnie Aguilar, Gigi De Lana, Toni Gonzaga, Bea Alonzo, Angel Locsin, Shaina Magdayao, Enchong Dee","Philippines",2021-04-16,2020,"TV-MA",116,"min","Children & Family Movies, Comedies, Dramas","When their parents' marriage threatens to crumble, the teenage Salazar siblings plot to reconcile them before their 20th wedding anniversary.",2021,"Apr"
"s1032","Movie","Into the Beat","Stefan Westerwelle","Alexandra Pfeifer, Yalany Marschner, Trystan Pütter, Helen Schneider, Julius Nitschkoff, Dennis Kyere, Ina Geraldine Guy, Katrin Pollitt, Julia Strowski, Anton Wichers","Germany",2021-04-16,2020,"TV-14",102,"min","Dramas, International Movies, Romantic Movies","A teen ballerina discovers hip-hop by chance and is faced with an impossible choice: Does she follow her parents’ footsteps... or her newfound passion?",2021,"Apr"
"s1034","Movie","Rush","Ron Howard","Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino, David Calder, Natalie Dormer, Stephen Mangan, Christian McKay, Alistair Petrie","United Kingdom, Germany, United States",2021-04-16,2013,"R",123,"min","Action & Adventure, Dramas, International Movies","In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all.",2021,"Apr"
"s1035","Movie","Synchronic","Justin Benson, Aaron Moorhead","Anthony Mackie, Jamie Dornan, Katie Aselton, Ally Ioannides, Ramiz Monsef, Bill Oberst Jr.","United States",2021-04-16,2020,"R",102,"min","Thrillers","Two paramedics begin to question their realities after coming across several bizarre deaths linked to a new narcotic with mind-bending effects.",2021,"Apr"
"s1036","Movie","The Zookeeper's Wife","Niki Caro","Jessica Chastain, Johan Heldenbergh, Daniel Brühl, Timothy Radford, Efrat Dor, Iddo Goldberg, Shira Haas, Michael McElhatton, Val Maloku, Goran Kostic","Czech Republic, United Kingdom, United States",2021-04-16,2017,"PG-13",127,"min","Dramas","When the Nazis invade Poland, Warsaw Zoo caretakers work with the underground resistance to save Jews from the horrors of the Third Reich.",2021,"Apr"
"s1037","Movie","Time Trap","Mark Dennis, Ben Foster","Andrew Wilson, Cassidy Gifford, Brianne Howey, Reiley McClendon, Olivia Draguicevich, Max Wright, Hans Marrero, Rich Skidmore, Chris Sturgeon, Gopal Bidari","United States",2021-04-16,2017,"TV-14",88,"min","Action & Adventure, Sci-Fi & Fantasy","While searching for their missing archaeology professor, a group of students discovers a cave where time passes differently than it does on the surface.",2021,"Apr"
"s1038","Movie","Tuesdays & Fridays","Taranveer Singh","Anmol Thakeria Dhillon, Jhataleka, Niki Walia, Kamini Khanna, Zoa Morani, Nayan Shukla, Eklavyey Kashyap, Reem Shaikh","India",2021-04-16,2021,"TV-14",106,"min","Comedies, Dramas, International Movies","To avoid the burden of commitment, a young lawyer and a writer agree to be romantic partners only two days a week. That won’t get complicated — right?",2021,"Apr"
"s1040","Movie","Dark City Beneath the Beat","TT The Artist","Uneek, Mighty Mark, Tsu Terry, TT The Artist","United States",2021-04-15,2020,"TV-MA",65,"min","Documentaries, Music & Musicals","In this documentary, TT the Artist captures the irrepressible bounce and infectious beats of a Baltimore club scene that demands to be seen and heard.",2021,"Apr"
"s1042","Movie","GANTZ:O","Keiichi Sato, Yasushi Kawamura","Daisuke Ono, M・A・O, Tomohiro Kaku, Saori Hayami, Shuichi Ikeda, Kendo Kobayashi, Razor Ramon RG, Razor Ramon HG, Masane Tsukayama, Masaya Onosaka, Kenjiro Tsuda, Teruaki Ogawa, Hisanori Yoshida, Yuki Kaji","Japan",2021-04-15,2016,"TV-MA",96,"min","Action & Adventure, Anime Features, Horror Movies","Teams of recently deceased people who've been revived and given high-tech weapons must cooperate to defeat an army of monsters in Tokyo and Osaka.",2021,"Apr"
"s1043","Tv Show","Garth Brooks: The Road I’m On","Glenn Weiss","Garth Brooks","United States",2021-04-15,2019,"TV-PG",1,"Season","Docuseries","Revealing interviews and archive footage tell the story of Garth Brooks' humble beginnings, rise to fame and unprecedented impact on country music.",2021,"Apr"
"s1047","Movie","Only Mine","Michael Civille","Amber Midthunder, Brett Zimmerman, Chris Browning, Walter Fauntleroy, Claudia Ferri, Lorenzo James Henrie, Ellen Wroe, Ashley Holliday Tavares, Nancy Linehan Charles, Jonna Walsh","United States",2021-04-15,2019,"TV-14",88,"min","Thrillers","After dating a charming cop who turns into an obsessive stalker, a small-town girl must save herself from his deadly ways.",2021,"Apr"
"s1051","Movie","Ride or Die","Ryuichi Hiroki","Kiko Mizuhara, Honami Sato, Yoko Maki, Anne Suzuki, Tetsushi Tanaka, Sara Minami, Yui Uemura, Shinya Niiro, Shunsuke Tanaka, Setsuko Karasuma","Japan",2021-04-15,2021,"TV-MA",143,"min","Dramas, International Movies, LGBTQ Movies","Rei helps the woman she’s been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",2021,"Apr"
"s1053","Movie","The Master","Paul Thomas Anderson","Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Laura Dern, Kevin J. O'Connor, Jesse Plemons, Rami Malek, Christopher Evan Welch, Madisen Beaty, Ambyr Childers, Price Carson","United States",2021-04-15,2012,"R",137,"min","Dramas, Independent Movies","A heavy-drinking loner finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion.""",2021,"Apr"
"s1054","Movie","Time Is Illmatic","One9","Nasir 'Nas' Jones, Busta Rhymes, Pete Rock, Pharrell Williams, Q-Tip, Swizz Beatz, Alicia Keys, DJ Premier","United States",2021-04-15,2014,"TV-MA",75,"min","Documentaries, Music & Musicals","Providing a behind-the-scenes look at the making of Nas's debut album, this documentary also delves into his deep connection to his New York roots.",2021,"Apr"
"s1056","Movie","Zoot Suit","Luis Valdez","Daniel Valdez, Edward James Olmos, Charles Aidman, Tyne Daly, John Anderson, Abel Franco, Mike Gomez, Francis X. McCarthy, Alma Martínez, Lupe Ontiveros, Tony Plana","United States",2021-04-15,1981,"R",103,"min","Cult Movies, Dramas, Music & Musicals","In this drama based on a 1940s trial, the members of a Mexican American gang are sentenced to San Quentin for a murder they may not have committed.",2021,"Apr"
"s1067","Movie","The Soul","Cheng Wei-hao","Chang Chen, Janine Chang, Christopher Lee, Anke Sun, Lin Hui-min, Samuel Ku, Zhang Bojia, Lu Hsueh-feng","China, Taiwan",2021-04-14,2021,"TV-MA",130,"min","Dramas, International Movies, Thrillers","While investigating the death of a businessman, a prosecutor and his wife uncover occult secrets as they face their own life-and-death dilemma.",2021,"Apr"
"s1068","Tv Show","The Underclass","Pass Patthanakumjon","Nannaphas Loetnamchoetsakun, Praewa Suthamphong, Sumitra Duangkaew, Tanutchai Wijitvongtong, Tarisa Preechatangkit, Natticha Chantaravareelekha, Miori Ohkubo, Pakwan Noijaiboon, Napaphat Worraphuttanon, Vathusiri Phuwapunyasiri, Rinrada Inthaisong, Suchaya Saenkhot, Mananya Kaoju, Kandis Wanarun, Ekapol Deebunmee, Panta Pattanaampaiwong, Rachaya Tupkunanon, Supasawad Buranawech, Thitirat Rojsangrat, Sawanee Utoomma, Phattharanarin Mueanarit, Chanyapuk Numprasop","Thailand",2021-04-14,2020,"TV-MA",1,"Season","International TV Shows, TV Dramas, Teen TV Shows","After getting dropped from an elite program, a student gets tangled in the affairs of a high school gang while trying to find her own identity.",2021,"Apr"
"s1070","Movie","Uppena","Buchi Babu Sana","Panja Vaisshnav Tej, Krithi Shetty, Vijay Sethupathi","India",2021-04-14,2020,"TV-14",145,"min","Dramas, International Movies, Romantic Movies","The son of a fishing community falls for a village head's daughter, but they face violent opposition from the girl’s doggedly old-fashioned father.",2021,"Apr"
"s1081","Movie","New Gods: Nezha Reborn","Zhao Ji","Yang Tianxiang, Zhang He, Xuan Xiaoming, Li Shimeng","China",2021-04-12,2021,"TV-14",118,"min","Action & Adventure, Anime Features, International Movies","While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones.",2021,"Apr"
