"show_id","type","title","director","cast","country","date_added","release_year","rating","duration_num","duration_unit","listed_in","description","year_added","month_added"
"s271","Movie","Beckett","Ferdinando Cito Filomarino","John David Washington, Boyd Holbrook, Alicia Vikander, Vicky Krieps, Lena Kitsopoulou, Panos Koronis, Maria Votti","Italy, Brazil, Greece",2021-08-13,2021,"TV-MA",110,"min","Action & Adventure","An American tourist goes on the run in Greece after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.",2021,"Aug"
"s274","Tv Show","Gone for Good","Juan Carlos Medina","Finnegan Oldfield, Nicolas Duvauchelle, Guillaume Gouix, Garance Marillier, Nailia Harzoune","France",2021-08-13,2021,"TV-MA",1,"Season","Crime TV Shows, International TV Shows, TV Dramas","Ten years after losing two loved ones, a man is plunged into another dizzying mystery when his girlfriend vanishes. Based on a Harlan Coben novel.",2021,"Aug"
"s277","Tv Show","Valeria","Inma Torrente","Diana Gómez, Silma López, Paula Malia, Teresa Riott, Maxi Iglesias, Ibrahim Al Shami","Spain",2021-08-13,2021,"TV-MA",2,"Seasons","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","A writer in creative and marital crises finds support from three friends, who are also discovering themselves. Based on the novels by Elísabet Benavent.",2021,"Aug"
"s279","Movie","Lokillo: Nothing's the Same","Julián Gaviria","Lokillo Florez","Colombia",2021-08-12,2021,"TV-MA",64,"min","Stand-Up Comedy","Through songs and puns, comedian Lokillo Florez hilariously reviews how Latin Americans have adjusted to a new world where no-hugging policies prevail.",2021,"Aug"
"s280","Movie","Monster Hunter: Legends of the Guild","Steven Yamamoto","Ben Rausch, Erica Lindbeck, Dante Basco, Brando Eaton, Stephen Kramer Glickman, Caroline Caliston, G.K. Bowes, Dan McCoy","United States, Japan",2021-08-12,2021,"TV-PG",59,"min","Action & Adventure, Anime Features, Children & Family Movies","In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon.",2021,"Aug"
"s282","Movie","Brother Jekwu","Charles Uwagbai","Mike Ezuruonye, Juliet Ochienge, Angela Okorie, Huddah Monroe, Catherine Kamau, Naomi Mburu, Derrick Aduwo, Chris Kamau, Abubakar Salum, Celebrity Landlord","Nigeria",2021-08-11,2016,"TV-14",101,"min","Comedies, International Movies","Chasing wild success, a village hustler follows his cousin from Nigeria to Kenya and stumbles into the shady business affairs of a notorious overlord.",2021,"Aug"
"s283","Movie","La diosa del asfalto","Julián Hernández","Ximena Romo, Mabel Cadena, Alejandra Herrera, Nelly González, Samantha Orozco, Axel Arenas, Esteban Caicedo, Paulina Goto, Raquel Robles, Baby Bátiz, Pascacio López, Juán Carlos Torres, Javier Oliván, Claudia Lobo, Giovanna Zacarías","Mexico",2021-08-11,2020,"TV-MA",127,"min","Dramas, Independent Movies, International Movies","A woman from a tough neighborhood outside Mexico City comes home a rock star, inadvertently provoking a confrontation with the ghosts of her past.",2021,"Aug"
"s285","Movie","The Kissing Booth 3","Vince Marcello","Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald, Taylor Zakhar Perez, Maisie Richardson-Sellers, Meganne Young, Stephen Jennings","United Kingdom, United States",2021-08-11,2021,"TV-14",114,"min","Comedies, Romantic Movies","Determined to make the most of her final summer before college, Elle plans the ultimate bucket list as she navigates what comes next with Noah and Lee.",2021,"Aug"
"s286","Movie","The Railway Man","Jonathan Teplitzky","Colin Firth, Nicole Kidman, Jeremy Irvine, Stellan Skarsgård, Sam Reid, Hiroyuki Sanada, Michael MacKenzie, Tom Stokes","Switzerland, United Kingdom, Australia",2021-08-11,2013,"R",108,"min","Dramas, International Movies","Decades after World War II, a still-shattered soldier unexpectedly falls in love and sees a bizarre coincidence bring his past back into focus.",2021,"Aug"
"s293","Movie","Quartet","Dustin Hoffman","Maggie Smith, Tom Courtenay, Billy Connolly, Pauline Collins, Michael Gambon, Andrew Sachs, Sheridan Smith, David Ryall, Trevor Peacock, Gwyneth Jones","United Kingdom",2021-08-08,2012,"PG-13",98,"min","Comedies, Dramas, Independent Movies","To save their posh retirement home, former opera stars plan a gala recital — until the biggest diva among them refuses to sing.",2021,"Aug"
"s294","Movie","Slay","Adze Ugah","Enhle Mbali, Ramsey Nouah, Dawn Thandeka Kang, Idris Sultan, Tumi Morake, Trevor Gumbi, Lillian Dube, Kaly Bossy Asante, Shaleen Surtie, Fabian Lojege","South Africa",2021-08-08,2021,"TV-MA",86,"min","Comedies, International Movies, Romantic Movies","In pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities.",2021,"Aug"
"s296","Movie","The Paper Tigers","Quoc Bao Tran","Alain Uy, Ron Yuan, Mykel Shannon Jenkins, Jae Suh Park, Matthew Page, Joziah Lagonoy, Raymond Ma","United States",2021-08-07,2021,"PG-13",111,"min","Action & Adventure, Comedies","After reuniting as middle-aged men, three kung-fu prodigies must set their differences aside and dust off their skills to avenge their beloved mentor.",2021,"Aug"
"s298","Tv Show","Navarasa","Bejoy Nambiar, Priyadarshan, Karthik Narain, Vasanth Sai, Karthik Subbaraj, Arvind Swamy, Rathindran R Prasad, Sarjun, Gautham Vasudev Menon","Suriya, Vijay Sethupathi, Revathy, Prakash Raj, Siddarth, Parvathy, Delhi Ganesh, Gautham Vasudev Menon, Anjali, Yogi Babu, Aditi Balan, Remya Nambeesan, Poorna, Prayaga Martin, Rythvika Suriya, Arvind Swamy, Prasanna, Atharva, Bobby Simha, Ashok Selvan, Nedumudi Venu, Kishore","India",2021-08-06,2021,"TV-MA",1,"Season","TV Shows","From amusement to awe, the nine human emotions of Indian aesthetic theory are explored in this anthology series.",2021,"Aug"
"s299","Movie","Quam's Money","Kayode Kasum","Falz, Nse Ikpe-Etim, Williams Uchemba, Toni Tones, Michelle Dede, Karibi Fubara, Buchi Ojei, Jemima Osunde, Blossom Chukwujekwu, Gbubemi Ejeye, Badmus Olakunle","Nigeria",2021-08-06,2020,"TV-MA",115,"min","Comedies, Dramas, International Movies","In this sequel to ""New Money,"" Quam, a security guard turned multimillionaire, lives the good life with his fortune until he falls victim to fraud.",2021,"Aug"
"s300","Movie","The Swarm","Just Philippot","Suliane Brahim, Sofian Khammes, Marie Narbonne, Raphaël Romand, Stéphan Castang, Victor Bonnel, Christian Bouillette, Renan Prévot, Vincent Deniard","France",2021-08-06,2021,"TV-14",102,"min","Horror Movies, Independent Movies, International Movies","A single mother breeds locusts as high-protein food, but has trouble getting them to reproduce — until she finds they have a taste for blood.",2021,"Aug"
"s301","Movie","Vivo","Kirk DeMicco, Brandon Jeffords","Lin-Manuel Miranda, Ynairaly Simo, Zoe Saldana, Juan de Marcos, Brian Tyree Henry, Gloria Estefan, Michael Rooker, Nicole Byer","Canada, United States",2021-08-06,2021,"PG",100,"min","Children & Family Movies, Music & Musicals","A music-loving kinkajou embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.",2021,"Aug"
"s302","Movie","Chennai Express","Rohit Shetty","Shah Rukh Khan, Deepika Padukone, Nikitin Dheer, Satyaraj, Kamini Kaushal, Lekh Tandon, Mukesh Tiwari","India",2021-08-05,2013,"TV-14",135,"min","Action & Adventure, Comedies, International Movies","What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.",2021,"Aug"
"s304","Movie","Esperando la carroza","Alejandro Doria","Luis Brandoni, China Zorrilla, Antonio Gasalla, Julio De Grazia, Betiana Blum, Monica Villa, Juan Manuel Tenuta, Andrea Tenuta, Cecilia Rossetto, Enrique Pinti","Argentina",2021-08-05,1985,"TV-MA",95,"min","Comedies, Cult Movies, International Movies","Cora has three sons and a daughter and she´s almost 80. One day during a family reunion the big question comes up: who will be her heir?",2021,"Aug"
"s305","Movie","Lady Boss: The Jackie Collins Story","Laura Fairrie","Jackie Collins","United Kingdom",2021-08-05,2021,"TV-14",97,"min","Documentaries","""Queen of Sleaze"" or feminist pioneer? Powerhouse novelist Jackie Collins created a brash sex-positive persona while hiding her private struggles.",2021,"Aug"
"s306","Movie","Tango Feroz","Marcelo Piñeyro","Fernán Mirás, Cecilia Dopazo, Imanol Arias, Héctor Alterio, Leonardo Sbaraglia, Federico D'Elía, David Masajnik, Cristina Banegas, Ernesto Alterio, Antonio Birabent","Argentina, Spain",2021-08-05,1993,"TV-MA",124,"min","Classic Movies, Dramas, International Movies","One of the first rock stars in Argentina, Tango leads a full life during an era of social unrest – one of both glory and despair.",2021,"Aug"
"s307","Movie","'76","Izu Ojukwu","Ramsey Nouah, Rita Dominic, Chidi Mokeme, Ibinabo Fiberesima, Daniel K. Daniel, Memry Savanhu, Adonijah Owiriwa, Pat Nebo, Nelly Ekwereogu, Shuaibu Ebenesi Adams, Debo Oguns, Ben Nwosu, Ada Ofoegbu","Nigeria",2021-08-04,2016,"TV-PG",118,"min","Dramas, International Movies","When her husband is accused of taking part in an attempted military coup, a pregnant woman's life takes an emotional turn. Inspired by true events.",2021,"Aug"
"s308","Movie","Aftermath","Peter Winther","Ashley Greene, Shawn Ashmore, Sharif Atkins, Britt Baron, Diana Hopper, Ross McCall, Jamie Kaler, Travis Coles, Susan Walters, Jason Liles","United States",2021-08-04,2021,"TV-MA",115,"min","Horror Movies","Desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history.",2021,"Aug"
"s309","Movie","American Masters: Inventing David Geffen","Susan Lacy","David Geffen","United States",2021-08-04,2012,"TV-MA",115,"min","Movies","The son of Jewish immigrants, David Geffen emerged from a humble upbringing to become one of the most powerful media personalities in America.",2021,"Aug"
"s315","Movie","Heavy","James Mangold","Pruitt Taylor Vince, Shelley Winters, Liv Tyler, Debbie Harry, Evan Dando, Joe Grifasi, David Patrick Kelly, Marian Quinn","United States",2021-08-03,1995,"R",104,"min","Dramas, Independent Movies, Romantic Movies","Overweight Victor hides from the world making pizzas in his mother's gloomy dive until a new waitress blows in and disrupts his isolation.",2021,"Aug"
"s316","Movie","Ije: The Journey","Chineze Anyaene","Genevieve Nnaji, Omotola Jalade-Ekeinde, Odalys Garcia, Ulrich Que, Jeff Swarthout, Clem Ohameze, Ann D. Carey, Anahit Setian, Danielle Soibelman, Jon Morgan Woodward","United States, Nigeria",2021-08-03,2010,"TV-MA",106,"min","Dramas, International Movies","When her sister is accused of multiple murders, a Nigerian woman travels to Los Angeles to uncover the truth and fight for her sibling’s freedom.",2021,"Aug"
"s317","Tv Show","Office Girls","Hsu Fu-chun","Roy Chiu, Alice Ko, Tia Lee, Patrick Lee, Kuo Shu-yao, James Wen, Janel Tsai","Taiwan",2021-08-03,2011,"TV-14",1,"Season","International TV Shows, Romantic TV Shows, TV Comedies","A department store mogul has his son work incognito in a menial job to prove his worthiness, while female co-workers teach him how normal people live.",2021,"Aug"
"s326","Movie","Beethoven","Brian Levant","Charles Grodin, Bonnie Hunt, Dean Jones, Oliver Platt, Stanley Tucci, Nicholle Tom, Christopher Castile, Sarah Rose Karr, David Duchovny, Patricia Heaton, O-Lan Jones, Nancy Fish","United States",2021-08-01,1992,"PG",87,"min","Children & Family Movies, Comedies","A father reluctantly agrees to let his children keep a St. Bernard puppy, but the playful pooch soon turns into a full-grown engine of destruction.",2021,"Aug"
"s327","Movie","Beethoven's 2nd","Rod Daniel","Charles Grodin, Bonnie Hunt, Nicholle Tom, Christopher Castile, Sarah Rose Karr, Debi Mazar, Chris Penn","United States",2021-08-01,1993,"PG",88,"min","Children & Family Movies, Comedies","After St. Bernard Beethoven sires a brood with Missy, he and the Newton kids must intervene when Missy's owner tries to sell the puppies.",2021,"Aug"
"s328","Movie","Beowulf","Robert Zemeckis","Ray Winstone, Anthony Hopkins, John Malkovich, Angelina Jolie, Robin Wright, Brendan Gleeson, Crispin Glover, Alison Lohman, Sharisse Baker-Bernard","United States, United Kingdom",2021-08-01,2007,"PG-13",114,"min","Action & Adventure, Sci-Fi & Fantasy","This deftly animated take on a legendary Old English epic tells the timeless tale of a Scandinavian hero who's known for slaying dragons.",2021,"Aug"
"s329","Movie","Boyka: Undisputed","Todor Chapkanov","Scott Adkins, Teodora Duhovnikova, Alon Aboutboul, Julian Vergov, Brahim Achabbakhe, Paul Chahidi, Petio Petkov, Valentin Ganev, Vlado Mihailov","Bulgaria, United States",2021-08-01,2016,"R",90,"min","Action & Adventure","The fourth film in the action franchise finds Boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring.",2021,"Aug"
"s330","Movie","Catch Me If You Can","Steven Spielberg","Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin","United States, Canada",2021-08-01,2002,"PG-13",142,"min","Dramas","An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit.",2021,"Aug"
"s331","Movie","Cloudy with a Chance of Meatballs","Phil Lord, Christopher Miller","Bill Hader, Anna Faris, James Caan, Andy Samberg, Bruce Campbell, Mr. T, Bobb'e J. Thompson, Benjamin Bratt, Neil Patrick Harris, Al Roker","United States, Canada",2021-08-01,2009,"PG",90,"min","Children & Family Movies, Comedies, Sci-Fi & Fantasy","When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow.",2021,"Aug"
"s333","Movie","Deep Blue Sea","Renny Harlin","Thomas Jane, Saffron Burrows, Samuel L. Jackson, Jacqueline McKenzie, Michael Rapaport, Stellan Skarsgård, LL Cool J, Aida Turturro, Cristos, Daniel Rey","United States, Mexico",2021-08-01,1999,"R",105,"min","Action & Adventure, Horror Movies, Sci-Fi & Fantasy","Scientists conduct research on sharks in search of an Alzheimer's cure. But a dangerous shortcut leads to huge sharks with near-human intelligence.",2021,"Aug"
"s334","Movie","Ferris Bueller's Day Off","John Hughes","Matthew Broderick, Alan Ruck, Mia Sara, Jeffrey Jones, Jennifer Grey, Cindy Pickett, Lyman Ward, Edie McClurg, Charlie Sheen, Kristy Swanson, Ben Stein, Del Close","United States",2021-08-01,1986,"PG-13",103,"min","Classic Movies, Comedies, Cult Movies","After faking an illness to skip school, popular teen Ferris Bueller enjoys a fun-filled day in Chicago with his girlfriend and his uptight best friend.",2021,"Aug"
"s335","Movie","Five Feet Apart","Justin Baldoni","Haley Lu Richardson, Cole Sprouse, Moisés Arias, Kimberly Hébert Gregory, Parminder Nagra, Claire Forlani, Emily Baldoni, Gary Weeks, Cynthia Evans","United States",2021-08-01,2019,"PG-13",116,"min","Dramas, Romantic Movies","A teen with cystic fibrosis shakes up her daily routine and challenges hospital protocol when she falls for a fellow patient.",2021,"Aug"
"s336","Movie","Freedomland","Joe Roth","Samuel L. Jackson, Julianne Moore, Edie Falco, Ron Eldard, William Forsythe, Aunjanue Ellis, Anthony Mackie, LaTanya Richardson Jackson, Clarke Peters, Peter Friedman, Domenick Lombardozzi","United States",2021-08-01,2006,"R",113,"min","Dramas, Thrillers","When a woman reports that her infant son was kidnapped by a black man, an African American detective and a white activist team up to dig for details.",2021,"Aug"
"s338","Movie","Good Luck Chuck","Mark Helfrich","Dane Cook, Jessica Alba, Dan Fogler, Ellia English, Sasha Pieterse, Annie Wood, Lonny Ross, Chelan Simmons, Simone Bailly, Jodelle Ferland, Crystal Lowe, Troy Gentile, Georgia Craig, Michelle Harrison, Chiara Zanni","United States, Canada",2021-08-01,2007,"R",99,"min","Comedies, Romantic Movies","Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right.",2021,"Aug"
"s341","Movie","Inception","Christopher Nolan","Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page, Tom Hardy, Ken Watanabe, Dileep Rao, Cillian Murphy, Tom Berenger, Marion Cotillard, Pete Postlethwaite, Michael Caine, Lukas Haas","United States, United Kingdom",2021-08-01,2010,"PG-13",148,"min","Action & Adventure, Sci-Fi & Fantasy, Thrillers","A troubled thief who extracts secrets from people's dreams takes one last job: leading a dangerous mission to plant an idea in a target's subconscious.",2021,"Aug"
"s342","Movie","Magnolia","Paul Thomas Anderson","John C. Reilly, Philip Baker Hall, Tom Cruise, Julianne Moore, Philip Seymour Hoffman, William H. Macy, Jeremy Blackman, Jason Robards, Melinda Dillon, April Grace, Luis Guzmán, Ricky Jay, Alfred Molina, Michael Murphy, Melora Walters","United States",2021-08-01,1999,"R",189,"min","Dramas, Independent Movies","Through chance, history and divine intervention, a cast of eclectic characters weaves and warps through each other's lives on a random day in California.",2021,"Aug"
"s343","Movie","Major Payne","Nick Castle","Damon Wayans, Karyn Parsons, William Hickey, Michael Ironside, Albert Hall, Ross Bickell, Orlando Brown, Peyton Chesson-Fohl, Steven Martini","United States",2021-08-01,1995,"PG-13",97,"min","Comedies","A hardened Marine is given his marching orders and must now lead a disorderly group of mismatched cadets into a junior ROTC competition.",2021,"Aug"
"s344","Movie","My Girl","Howard Zieff","Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky, Richard Masur, Griffin Dunne, Ann Nelson, Peter Michael Goetz, Jane Hallaren, Anthony R. Jones","United States",2021-08-01,1991,"PG-13",102,"min","Dramas","This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.",2021,"Aug"
"s345","Movie","My Girl 2","Howard Zieff","Anna Chlumsky, Austin O'Brien, Dan Aykroyd, Jamie Lee Curtis, Richard Masur, Christine Ebersole, Angeline Ball","United States",2021-08-01,1994,"PG",99,"min","Children & Family Movies, Comedies, Dramas","A teen makes surprising discoveries when she talks to her dead mother's high school friends for an essay about someone she admires but has never met.",2021,"Aug"
"s346","Movie","Open Season: Scared Silly","David Feiss","William Townsend, Donny Lucas, Melissa Sturm, Trevor Devall, Brian Drummond, Kathleen Barr, Garry Chalk, Lee Tockar, Shannon Chan-Kent, Michelle Murdocca, Lorne Cardinal, Peter Kelamis","United States, Canada",2021-08-01,2015,"PG",85,"min","Children & Family Movies, Comedies","When a spooky werewolf tale scares Boog out of joining the annual camping trip, his friends hatch a plan to cure him of his fear.",2021,"Aug"
"s347","Movie","Pineapple Express","David Gordon Green","Seth Rogen, James Franco, Danny McBride, Kevin Corrigan, Craig Robinson, Gary Cole, Rosie Perez, Ed Begley Jr., Nora Dunn, Amber Heard","United States",2021-08-01,2008,"R",112,"min","Action & Adventure, Comedies","After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them.",2021,"Aug"
"s348","Movie","Planet 51","Jorge Blanco","Justin Long, Dwayne Johnson, Gary Oldman, Seann William Scott, Jessica Biel, John Cleese, Freddie Benedict","Spain, United Kingdom, United States",2021-08-01,2009,"PG",91,"min","Children & Family Movies, Comedies, Sci-Fi & Fantasy","After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely.",2021,"Aug"
"s349","Movie","Poms","Zara Hayes","Diane Keaton, Jacki Weaver, Pam Grier, Rhea Perlman, Celia Weston, Alisha Boe, Charlie Tahan","United Kingdom, United States",2021-08-01,2019,"PG-13",91,"min","Comedies","After moving to a retirement community, loner Martha befriends a fun-loving neighbor and forms a cheerleading club for young-at-heart seniors.",2021,"Aug"
"s350","Movie","Seabiscuit","Gary Ross","Tobey Maguire, Jeff Bridges, Chris Cooper, Elizabeth Banks, Gary Stevens, William H. Macy, David McCullough, Kingston DuCoeur, Eddie Jones, Ed Lauter, Michael O'Neill, Michael Angarano, Royce D. Applegate, Annie Corley, Valerie Mahaffey","United States",2021-08-01,2003,"PG-13",141,"min","Dramas, Sports Movies","An ungainly-looking colt becomes a winning thoroughbred in this Depression-era drama based on the true story of champion racehorse Seabiscuit.",2021,"Aug"
"s351","Movie","Space Cowboys","Clint Eastwood","Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner, James Cromwell, Marcia Gay Harden, William Devane, Loren Dean, Courtney B. Vance, Rade Serbedzija, Barbara Babcock, Blair Brown","United States",2021-08-01,2000,"PG-13",130,"min","Action & Adventure, Dramas, Sci-Fi & Fantasy","A retired engineer agrees to help NASA prevent a Russian satellite from falling to Earth if he and his over-the-hill pals can man the mission.",2021,"Aug"
"s352","Movie","Team America: World Police","Trey Parker","Trey Parker, Matt Stone, Kristen Miller, Masasa Moyo, Daran Norris, Phil Hendrie, Maurice LaMarche, Chelsea Magritte, Jeremy Shada, Fred Tatasciore","United States, Germany",2021-08-01,2004,"R",98,"min","Action & Adventure, Comedies, Cult Movies","In this musical satire, an all-marionette police force takes on the challenging role of keeping the peace on a troubled planet.",2021,"Aug"
"s353","Movie","The Edge of Seventeen","Kelly Fremon Craig","Hailee Steinfeld, Woody Harrelson, Kyra Sedgwick, Haley Lu Richardson, Blake Jenner, Hayden Szeto, Alexander Calvert, Eric Keenleyside","United States, China",2021-08-01,2016,"R",105,"min","Comedies, Dramas","A troubled teenager finds high school life even less bearable after she catches her childhood best friend hooking up with her popular older brother.",2021,"Aug"
"s354","Movie","The Haunting in Connecticut 2: Ghosts of Georgia","Tom Elkins","Abigail Spencer, Chad Michael Murray, Katee Sackhoff, Emily Alyn Lind, Cicely Tyson, Andrea Frankle, Brad James, Lance E. Nichols","United States",2021-08-01,2013,"R",101,"min","Horror Movies","A couple's Georgia dream home becomes a living nightmare when their daughter begins to have frightening visions from the property's terrible past.",2021,"Aug"
"s355","Movie","The Last Boy Scout","Tony Scott","Bruce Willis, Damon Wayans, Chelsea Field, Noble Willingham, Taylor Negron, Danielle Harris, Halle Berry, Bruce McGill","United States",2021-08-01,1991,"R",105,"min","Action & Adventure, Comedies","Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.",2021,"Aug"
"s356","Movie","The Lincoln Lawyer","Brad Furman","Matthew McConaughey, Josh Lucas, Ryan Phillippe, John Leguizamo, Michael Peña, Bryan Cranston, Bob Gunton, William H. Macy, Marisa Tomei, Frances Fisher","United States",2021-08-01,2011,"R",118,"min","Dramas, Thrillers","A street-wise defense lawyer who operates out of the back seat of his Lincoln lands a high-profile case that soon puts him and his family in danger.",2021,"Aug"
"s357","Movie","The Losers","Sylvain White","Jeffrey Dean Morgan, Zoe Saldana, Chris Evans, Idris Elba, Columbus Short, Óscar Jaenada, Jason Patric, Holt McCallany, Peter Macdissi, Peter Francis James","United States, France",2021-08-01,2010,"PG-13",97,"min","Action & Adventure","After a search-and-destroy mission leads to betrayal, an elite black ops squad seeks revenge. But they must remain deep undercover to even the score.",2021,"Aug"
"s358","Movie","The Machinist","Brad Anderson","Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian, Michael Ironside, Lawrence Gilliard Jr., Reg E. Cathey, Anna Massey, Matthew Romero, Robert Long, Colin Stinton, Craig Stevenson","Spain, France, United Kingdom, United States",2021-08-01,2004,"R",102,"min","Dramas, Independent Movies, Thrillers","Haunted and gaunt after a prolonged bout of insomnia, factory worker Trevor Reznik begins to question his sanity amid a series of mysterious events.",2021,"Aug"
"s359","Movie","The Net","Irwin Winkler","Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker, Wendy Gazelle, Ken Howard, Ray McKinnon, Daniel Schorr, L. Scott Caldwell, Robert Gossett","United States",2021-08-01,1995,"PG-13",114,"min","Thrillers","A computer analyst becomes a target after she stumbles onto a conspiracy via a mysterious floppy disk, forcing her to go on the run to clear her name.",2021,"Aug"
"s360","Movie","The Original Kings of Comedy","Spike Lee","Steve Harvey, D.L. Hughley, Cedric the Entertainer, Bernie Mac","United States",2021-08-01,2000,"R",111,"min","Stand-Up Comedy","Comedians Steve Harvey, Cedric the Entertainer, D.L. Hughley and Bernie Mac hit the stage in an iconic stand-up concert directed by Spike Lee.",2021,"Aug"
"s361","Movie","Valentine's Day","Garry Marshall","Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper, Eric Dane, Patrick Dempsey, Hector Elizondo, Jamie Foxx, Jennifer Garner, Topher Grace, Anne Hathaway, Ashton Kutcher, Queen Latifah, Taylor Lautner, George Lopez, Shirley MacLaine, Emma Roberts, Julia Roberts, Taylor Swift","United States",2021-08-01,2010,"PG-13",125,"min","Comedies, Romantic Movies","The tripwires of modern love are exposed in a carousel involving relationships and the single life on the most romantic day of the year: February 14.",2021,"Aug"
"s366","Movie","Eyes of a Thief","Najwa Najjar","Khaled Abol El Naga, Souad Massi, Suhail Haddad, Malak Ermileh, Maisa Abd Elhadi, Walid Abdul Salam, Nisreen Faour, Areen Omari",", France, Algeria",2021-07-30,2014,"TV-14",103,"min","Dramas, Independent Movies, International Movies","After a decade in prison, a Palestinian man with a dark secret returns to the West Bank and searches for the daughter he lost long ago.",2021,"Jul"
"s375","Movie","Flower Girl","Michelle Bello","Damilola Adegbite, Chris Attoh, Chuks Chukwujekwu, Blossom Chukwujekwu, Eku Edewor, Bikiya Graham Douglas","Nigeria",2021-07-29,2013,"TV-PG",94,"min","Comedies, International Movies, Romantic Movies","When a young florist who's long dreamed of her wedding day gets dumped by her boyfriend, she sets out to win him back with help from a handsome actor.",2021,"Jul"
"s378","Movie","Bartkowiak","Daniel Markowicz","Józef Pawłowski, Zofia Domalik, Szymon Bobrowski, Bartłomiej Topa, Janusz Chabior, Rafał Zawierucha, Antoni Pawlicki, Cezary Łukaszewicz, Danuta Stenka, Jan Frycz, Damian Majewski","Poland",2021-07-28,2021,"TV-MA",92,"min","Action & Adventure, International Movies","After his brother dies in a car crash, a disgraced MMA fighter takes over the family nightclub — and soon learns his sibling's death wasn’t an accident.",2021,"Jul"
"s381","Tv Show","The Flash","Glen Winter","Grant Gustin, Candice Patton, Danielle Panabaker, Carlos Valdes, Tom Cavanagh, Jesse L. Martin, Neil Sandilands, Britne Oldford, Danielle Nicolet, Keiynan Lonsdale, Kim Engelbrecht","United States",2021-07-28,2021,"TV-14",7,"Seasons","Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","A forensics expert who wakes from a coma with amazing new powers squares off against forces threatening the city in this live-action superhero romp.",2021,"Jul"
"s384","Movie","Department","Ram Gopal Varma","Amitabh Bachchan, Sanjay Dutt, Rana Daggubati, Vijay Raaz, Abhimanyu Singh, Madhu Shalini, Deepak Tijori, Anjana Sukhani, Manchu Lakshmi","India",2021-07-27,2012,"TV-MA",143,"min","Action & Adventure, International Movies","Two cops form a task force to take down two mobsters, but when a sinister politician enters the picture, dubious loyalties and motives come to light.",2021,"Jul"
"s390","Movie","The Operative","Yuval Adler","Diane Kruger, Martin Freeman, Cas Anvar, Rotem Keinan, Yohanan Herson","France, Israel, Germany, United States, United Kingdom",2021-07-27,2019,"TV-MA",117,"min","Dramas, International Movies, Thrillers","Working as a Mossad spy assigned to Tehran, Rachel reaches her breaking point. Now it’s dangerously hard to tell whose side she’s on.",2021,"Jul"
"s393","Movie","Django Unchained","Quentin Tarantino","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, David Steen, Dana Gourrier, Nichole Galicia, Laura Cayouette, Ato Essandoh, Sammi Rotibi, Escalante Lundy, Don Johnson","United States",2021-07-24,2012,"R",165,"min","Action & Adventure, Dramas","Accompanied by a German bounty hunter, a freed slave named Django travels across America to free his wife from a sadistic plantation owner.",2021,"Jul"
"s394","Movie","A Second Chance:  Rivals!","Clay Glen","Emily Morris, Stella Shute, Eva Grados, India Colombi, Nina Pearce, Adam Tuominen, Carmel Johnson, Natasha Wanganeen, Elysia Markou, Alexander Lloyd, Amy Handley","Australia",2021-07-23,2021,"PG",91,"min","Children & Family Movies, Sports Movies","Crushed when she doesn't qualify for the Olympics, a now-grown Maddy Cornell finds new purpose coaching young gymnasts going up against a rival team.",2021,"Jul"
